DisclosedDate,DisclosedTime,LocalCode,DisclosureNumber,TypeOfDocument,TypeOfCurrentPeriod,CurrentPeriodStartDate,CurrentPeriodEndDate,CurrentFiscalYearStartDate,CurrentFiscalYearEndDate,NextFiscalYearStartDate,NextFiscalYearEndDate,NetSales,OperatingProfit,OrdinaryProfit,Profit,EarningsPerShare,DilutedEarningsPerShare,TotalAssets,Equity,EquityToAssetRatio,BookValuePerShare,CashFlowsFromOperatingActivities,CashFlowsFromInvestingActivities,CashFlowsFromFinancingActivities,CashAndEquivalents,ResultDividendPerShare1stQuarter,ResultDividendPerShare2ndQuarter,ResultDividendPerShare3rdQuarter,ResultDividendPerShareFiscalYearEnd,ResultDividendPerShareAnnual,DistributionsPerUnit(REIT),ResultTotalDividendPaidAnnual,ResultPayoutRatioAnnual,ForecastDividendPerShare1stQuarter,ForecastDividendPerShare2ndQuarter,ForecastDividendPerShare3rdQuarter,ForecastDividendPerShareFiscalYearEnd,ForecastDividendPerShareAnnual,ForecastDistributionsPerUnit(REIT),ForecastTotalDividendPaidAnnual,ForecastPayoutRatioAnnual,NextYearForecastDividendPerShare1stQuarter,NextYearForecastDividendPerShare2ndQuarter,NextYearForecastDividendPerShare3rdQuarter,NextYearForecastDividendPerShareFiscalYearEnd,NextYearForecastDividendPerShareAnnual,NextYearForecastDistributionsPerUnit(REIT),NextYearForecastPayoutRatioAnnual,ForecastNetSales2ndQuarter,ForecastOperatingProfit2ndQuarter,ForecastOrdinaryProfit2ndQuarter,ForecastProfit2ndQuarter,ForecastEarningsPerShare2ndQuarter,NextYearForecastNetSales2ndQuarter,NextYearForecastOperatingProfit2ndQuarter,NextYearForecastOrdinaryProfit2ndQuarter,NextYearForecastProfit2ndQuarter,NextYearForecastEarningsPerShare2ndQuarter,ForecastNetSales,ForecastOperatingProfit,ForecastOrdinaryProfit,ForecastProfit,ForecastEarningsPerShare,NextYearForecastNetSales,NextYearForecastOperatingProfit,NextYearForecastOrdinaryProfit,NextYearForecastProfit,NextYearForecastEarningsPerShare,MaterialChangesInSubsidiaries,ChangesBasedOnRevisionsOfAccountingStandard,ChangesOtherThanOnesBasedOnRevisionsOfAccountingStandard,ChangesInAccountingEstimates,RetrospectiveRestatement,NumberOfIssuedAndOutstandingSharesAtTheEndOfFiscalYearIncludingTreasuryStock,NumberOfTreasuryStockAtTheEndOfFiscalYear,AverageNumberOfShares,NonConsolidatedNetSales,NonConsolidatedOperatingProfit,NonConsolidatedOrdinaryProfit,NonConsolidatedProfit,NonConsolidatedEarningsPerShare,NonConsolidatedTotalAssets,NonConsolidatedEquity,NonConsolidatedEquityToAssetRatio,NonConsolidatedBookValuePerShare,ForecastNonConsolidatedNetSales2ndQuarter,ForecastNonConsolidatedOperatingProfit2ndQuarter,ForecastNonConsolidatedOrdinaryProfit2ndQuarter,ForecastNonConsolidatedProfit2ndQuarter,ForecastNonConsolidatedEarningsPerShare2ndQuarter,NextYearForecastNonConsolidatedNetSales2ndQuarter,NextYearForecastNonConsolidatedOperatingProfit2ndQuarter,NextYearForecastNonConsolidatedOrdinaryProfit2ndQuarter,NextYearForecastNonConsolidatedProfit2ndQuarter,NextYearForecastNonConsolidatedEarningsPerShare2ndQuarter,ForecastNonConsolidatedNetSales,ForecastNonConsolidatedOperatingProfit,ForecastNonConsolidatedOrdinaryProfit,ForecastNonConsolidatedProfit,ForecastNonConsolidatedEarningsPerShare,NextYearForecastNonConsolidatedNetSales,NextYearForecastNonConsolidatedOperatingProfit,NextYearForecastNonConsolidatedOrdinaryProfit,NextYearForecastNonConsolidatedProfit,NextYearForecastNonConsolidatedEarningsPerShare,Code
2023-02-02 00:00:00+09:00,15:00:00,69630,20230131597116,3QFinancialStatements_Consolidated_JP,3Q,2022-04-01,2022-12-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,390158000000,75414000000,90528000000,67947000000,692.35,671.16,1082717000000,894637000000,0.826,,,,,,,100.0,,,,,,,,,,100.0,200.0,,,,,,,,,,,,,,,,,,,,,520000000000,90000000000,105000000000,80000000000,815.15,,,,,,false,false,false,false,false,103000000,4857130,98141254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6963
2023-02-03 00:00:00+09:00,15:00:00,67070,20230202599466,3QFinancialStatements_Consolidated_JP,3Q,2022-04-01,2022-12-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,163273000000,16862000000,17314000000,6453000000,267.28,263.64,290871000000,163512000000,0.369,,,,,,,15.0,,,,,,,,,,15.0,30.0,,,,,,,,,,,,,,,,,,,,,222000000000,23500000000,23000000000,8000000000,331.4,,,,,,false,true,false,false,false,25098060,955257,24144542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6707
2023-02-06 00:00:00+09:00,11:30:00,42030,20230203500312,3QFinancialStatements_Consolidated_IFRS,3Q,2022-04-01,2022-12-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,216649000000,20013000000,,16155000000,343.32,,370701000000,249346000000,0.666,,11850000000,-12715000000,-22285000000,90598000000,,60.0,,,,,,,,,,60.0,120.0,,,,,,,,,,,,,,,,,,,,,286000000000,,,20000000000,425.03,,,,,,false,false,false,false,,49590478,2535593,47055274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4203
2023-02-06 00:00:00+09:00,11:30:00,42030,20230203500348,EarnForecastRevision,FY,2022-04-01,2023-03-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286000000000,,,20000000000,425.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4203
2023-02-06 00:00:00+09:00,15:00:00,77290,20230123592265,3QFinancialStatements_Consolidated_JP,3Q,2022-04-01,2022-12-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,103114000000,23133000000,23669000000,15246000000,374.88,371.26,204910000000,139474000000,0.672,,,,,,,109.0,,,,,,,,,,109.0,218.0,,,,,,,,,,,,,,,,,,,,,145000000000,30000000000,31100000000,22000000000,541.0,,,,,,false,false,true,false,false,41894481,1207241,40671603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7729
2023-02-07 00:00:00+09:00,15:00:00,81540,20230207501862,3QFinancialStatements_Consolidated_JP,3Q,2022-04-01,2022-12-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,452221000000,26006000000,26618000000,19053000000,725.67,,299806000000,125192000000,0.417,,,,,,,100.0,,,,,,,,,,120.0,220.0,,,,,,,,,,,,,,,,,,,,,585000000000,29500000000,30000000000,21000000000,799.78,,,,,,false,true,false,false,false,28702118,2440811,26255971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8154
2023-02-07 00:00:00+09:00,15:30:00,63150,20230119591282,3QFinancialStatements_Consolidated_JP,3Q,2022-04-01,2022-12-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,40171000000,7513000000,7662000000,5631000000,225.14,,71051000000,45389000000,0.633,,,,,,,0.0,,,,,,,,,,40.0,40.0,,,,,,,,,,,,,,,,,,,,,55000000000,10300000000,10300000000,7200000000,287.84,,,,,,false,false,false,false,false,25033238,13481,25013950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6315
2023-02-07 00:00:00+09:00,15:30:00,63150,20230123592043,EarnForecastRevision,FY,2022-04-01,2023-03-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55000000000,10300000000,10300000000,7200000000,287.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44000000000,,4300000000,3010000000,120.33,,,,,,6315
2023-02-09 00:00:00+09:00,15:00:00,34360,20230207502776,FYFinancialStatements_Consolidated_JP,FY,2022-01-01,2022-12-31 00:00:00+09:00,2022-01-01 00:00:00+09:00,2022-12-31 00:00:00+09:00,2023-01-01,2023-12-31,441083000000,109683000000,111339000000,70205000000,200.49,,892555000000,591484000000,0.598,1523.71,179462000000,-126351000000,-23153000000,259305000000,,36.0,,45.0,81.0,,28363000000,0.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,true,false,false,false,350175139,7940,350167239,367288000000,61316000000,76443000000,60010000000,171.38,750304000000,463111000000,0.617,1322.54,,,,,,,,,,,,,,,,,,,,,3436
2023-02-09 00:00:00+09:00,15:00:00,67230,20230209504478,FYFinancialStatements_Consolidated_IFRS,FY,2022-01-01,2022-12-31 00:00:00+09:00,2022-01-01 00:00:00+09:00,2022-12-31 00:00:00+09:00,2023-01-01,2023-12-31,1500853000000,424170000000,,256632000000,137.67,134.85,2812272000000,1537478000000,0.545,853.52,479325000000,-97523000000,-294770000000,336068000000,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,,1958454023,161488167,1864152116,1075144000000,350991000000,279485000000,212647000000,114.07,2553295000000,940437000000,0.365,498.75,,,,,,,,,,,,,,,,,,,,,6723
2023-02-09 00:00:00+09:00,15:30:00,80350,20230127595328,3QFinancialStatements_Consolidated_JP,3Q,2022-04-01,2022-12-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,1650729000000,464936000000,470229000000,352920000000,2263.31,2254.03,2092760000000,1434398000000,0.68,,,,,,,857.0,,,,,,,,,,731.0,1588.0,,,,,,,,,,,,,,,,,,,,,2170000000000,580000000000,584000000000,433000000000,2776.15,,,,,,false,false,false,false,false,157210911,1120645,155931429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8035
2023-02-10 00:00:00+09:00,12:00:00,46260,20230209504487,3QFinancialStatements_Consolidated_JP,3Q,2022-04-01,2022-12-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,76772000000,14269000000,13910000000,10320000000,184.09,,190135000000,91350000000,0.48,1638.34,,,,,,37.0,,,,,,,,,,37.0,74.0,,,,,,,,,,,,,,,,,,,,,109400000000,19000000000,18800000000,12800000000,227.96,,,,,,false,true,false,false,false,58185501,2429290,56059766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4626
2023-02-10 00:00:00+09:00,13:00:00,44010,20230209505426,3QFinancialStatements_Consolidated_JP,3Q,2022-04-01,2022-12-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,296184000000,23760000000,24333000000,14684000000,142.84,,500443000000,306483000000,0.516,,,,,,,35.0,,,,,,,,,,35.0,70.0,,,,,,,,,,,,,,,,,,,,,403000000000,32000000000,32000000000,19000000000,185.25,,,,,,false,false,true,false,false,103768142,1204638,102803503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4401
2023-02-13 00:00:00+09:00,15:00:00,41860,20230201597793,FYFinancialStatements_Consolidated_JP,FY,2022-01-01,2022-12-31 00:00:00+09:00,2022-01-01 00:00:00+09:00,2022-12-31 00:00:00+09:00,2023-01-01,2023-12-31,175434000000,30181000000,30966000000,19693000000,489.56,488.81,238075000000,180960000000,0.713,4214.27,18991000000,-12383000000,-8610000000,40856000000,,78.0,,82.0,160.0,,6469000000,0.327,,,,,,,,,,82.0,,82.0,164.0,,0.342,,,,,,89000000000,14800000000,15100000000,7900000000,196.01,,,,,,187500000000,31000000000,31600000000,19400000000,479.86,false,true,false,false,false,42600000,2321258,40226781,99617000000,15709000000,20363000000,15819000000,393.25,175185000000,137292000000,0.783,3404.22,,,,,,,,,,,,,,,,,,,,,4186
2023-02-13 00:00:00+09:00,15:00:00,67280,20230209505198,2QFinancialStatements_Consolidated_JP,2Q,2022-07-01,2022-12-31 00:00:00+09:00,2022-07-01 00:00:00+09:00,2023-06-30 00:00:00+09:00,,,111360000000,10465000000,11779000000,9334000000,189.53,,341355000000,196459000000,0.558,,-2420000000,-5998000000,-7976000000,89536000000,,,,,,,,,,,,123.0,123.0,,,,,,,,,,,,,,,,,,,,,230000000000,24000000000,27500000000,20000000000,406.1,,,,,,true,true,false,false,false,49355938,106983,49248959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6728
2023-02-14 00:00:00+09:00,15:30:00,68900,20230213509754,3QFinancialStatements_Consolidated_JP,3Q,2022-04-01,2022-12-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,155690000000,26743000000,35281000000,23737000000,518.21,506.07,421896000000,259247000000,0.453,4083.88,,,,,,50.0,,,,,,,,,,50.0,100.0,,,,,,,,,,,,,,,,,,,,,200000000000,34000000000,40000000000,25000000000,542.73,,,,,,false,true,false,false,false,46942367,94269,45806551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6890
2023-03-15 00:00:00+09:00,15:00:00,43690,20230224517699,FYFinancialStatements_Consolidated_JP,FY,2022-02-01,2023-01-31 00:00:00+09:00,2022-02-01 00:00:00+09:00,2023-01-31 00:00:00+09:00,2023-02-01,2024-01-31,13803000000,3504000000,6186000000,4832000000,148.7,,32115000000,25876000000,0.806,796.26,6392000000,-1557000000,-1703000000,11137000000,,0.0,,30.0,30.0,,974000000,0.202,,,,,,,,,,0.0,,30.0,30.0,,0.229,,,,,,7100000000,1620000000,2410000000,1870000000,57.54,,,,,,15400000000,3500000000,5450000000,4250000000,130.78,false,true,false,false,false,32498640,1702,32497014,13613000000,3879000000,8070000000,6557000000,201.78,29014000000,23140000000,0.798,712.09,,,,,,,,,,,,,,,,,,,,,4369
2023-03-17 00:00:00+09:00,17:00:00,46260,20230317532542,EarnForecastRevision,FY,2022-04-01,2023-03-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97000000000,15100000000,14600000000,10100000000,180.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4626
2023-03-17 00:00:00+09:00,17:00:00,46260,20230317532720,DividendForecastRevision,FY,2022-04-01,2023-03-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4626
2023-04-11 00:00:00+09:00,15:00:00,63230,20230410544554,FYFinancialStatements_Consolidated_JP,FY,2022-03-01,2023-02-28 00:00:00+09:00,2022-03-01 00:00:00+09:00,2023-02-28 00:00:00+09:00,2023-03-01,2024-02-29,94518000000,26418000000,30344000000,21384000000,1237.42,1235.1,126482000000,74795000000,0.539,3947.79,-1920000000,-5151000000,10742000000,28292000000,,0.0,,135.0,135.0,,2332000000,0.109,,,,,,,,,,0.0,,135.0,135.0,,0.151,,,,,,43127000000,10673000000,10643000000,7633000000,433.29,,,,,,88026000000,21619000000,21553000000,15718000000,892.13,false,true,false,false,false,17640000,358747,17281298,62910000000,12368000000,13937000000,9686000000,560.5,74029000000,37321000000,0.503,2154.72,,,,,,,,,,,,,,,,,,,,,6323
2023-04-20 00:00:00+09:00,15:00:00,44010,20230419549555,EarnForecastRevision,FY,2022-04-01,2023-03-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403000000000,31000000000,31000000000,15000000000,145.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4401
2023-04-20 00:00:00+09:00,16:00:00,61460,20230418548908,FYFinancialStatements_Consolidated_JP,FY,2022-04-01,2023-03-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,2023-04-01,2024-03-31,284135000000,110413000000,112338000000,82891000000,765.47,762.98,468797000000,348041000000,0.74,3202.14,81783000000,-13077000000,-32090000000,163053000000,,282.0,,634.0,916.0,,33066000000,0.399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,108317313,15285,108288654,234413000000,89480000000,106669000000,81834000000,755.71,405778000000,302853000000,0.744,2787.17,,,,,,,,,,,,,,,,,,,,,6146
2023-04-24 00:00:00+09:00,11:30:00,42030,20230421550851,DividendForecastRevision,FY,2022-04-01,2023-03-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4203
2023-04-25 00:00:00+09:00,16:30:00,42720,20230425552273,EarnForecastRevision,FY,2022-04-01,2023-03-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198400000000,21500000000,23000000000,15100000000,90.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4272
2023-04-26 00:00:00+09:00,15:00:00,68570,20230425552430,FYFinancialStatements_Consolidated_IFRS,FY,2022-04-01,2023-03-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,2023-04-01,2024-03-31,560191000000,167687000000,,130400000000,697.41,694.7,600224000000,368694000000,0.614,2002.43,70224000000,-26706000000,-77434000000,85537000000,,65.0,,70.0,135.0,,25057000000,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480000000000,105000000000,,78000000000,,false,false,false,false,,191542265,7328226,186978031,482576000000,134083000000,150368000000,115834000000,619.26,533860000000,305989000000,0.572,1658.61,,,,,,,,,,,,,,,,,,,,,6857
2023-04-27 00:00:00+09:00,15:00:00,40630,20230427554009,FYFinancialStatements_Consolidated_JP,FY,2022-04-01,2023-03-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,2023-04-01,2024-03-31,2808824000000,998202000000,1020211000000,708238000000,347.84,347.61,4730394000000,4026209000000,0.818,1918.37,788013000000,-186488000000,-423559000000,1247344000000,,225.0,,275.0,500.0,,202469000000,0.287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,true,false,false,false,2024122965,6576200,2036096654,799346000000,186327000000,265224000000,216344000000,106.25,1342714000000,705368000000,0.523,347.92,,,,,,,,,,,,,,,,,,,,,4063
2023-04-27 00:00:00+09:00,15:00:00,67230,20230427554416,1QFinancialStatements_Consolidated_IFRS,1Q,2023-01-01,2023-03-31 00:00:00+09:00,2023-01-01 00:00:00+09:00,2023-12-31 00:00:00+09:00,,,359374000000,123265000000,,105211000000,58.5,57.53,2840835000000,1661136000000,0.583,,71403000000,-17638000000,-31176000000,361432000000,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,,1958454023,158896378,1798535567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6723
2023-04-27 00:00:00+09:00,18:00:00,27600,20230427555282,FYFinancialStatements_Consolidated_JP,FY,2022-04-01,2023-03-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,2023-04-01,2024-03-31,240350000000,14227000000,12478000000,8778000000,884.49,,143452000000,38997000000,0.264,3804.45,-12185000000,-199000000,13746000000,6442000000,,145.0,,210.0,355.0,,3708000000,0.401,,,,,,,,,,140.0,,70.0,,,0.412,,,,,,107800000000,,5000000000,3550000000,356.84,,,,,,230000000000,,12000000000,8450000000,283.12,false,false,false,false,false,10445500,496966,9924852,205553000000,12553000000,10884000000,7654000000,771.25,129086000000,30280000000,0.235,3043.72,,,,,,,,,,,,,,,,,,,,,2760
2023-04-28 00:00:00+09:00,09:00:00,40430,20230322534038,FYFinancialStatements_Consolidated_JP,FY,2022-04-01,2023-03-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,2023-04-01,2024-03-31,351790000000,14336000000,14783000000,9364000000,130.15,,478342000000,241602000000,0.48,3189.01,-11800000000,-33757000000,30151000000,67556000000,,35.0,,35.0,70.0,,5040000000,0.538,,,,,,,,,,35.0,,35.0,70.0,,0.229,,,,,,,,,,,,,,,,380000000000,30000000000,30000000000,22000000000,305.77,true,true,false,false,false,72088327,137882,71951091,260763000000,2000000000,2735000000,1433000000,19.93,385901000000,165770000000,0.43,2303.96,,,,,,,,,,,,,,,,,,,,,4043
2023-04-28 00:00:00+09:00,15:00:00,65260,20230427555270,FYFinancialStatements_Consolidated_JP,FY,2022-04-01,2023-03-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,2023-04-01,2024-03-31,192767000000,21711000000,23440000000,19763000000,587.02,557.46,193945000000,109864000000,0.566,3262.93,18019000000,-19725000000,-333000000,45136000000,,0.0,,210.0,210.0,,7070000000,0.358,,,,,,,,,,105.0,,105.0,210.0,,0.404,,,,,,,,,,,,,,,,200000000000,22500000000,22500000000,17500000000,519.8,false,true,false,false,false,33666666,,33666666,191830000000,18986000000,21393000000,18078000000,536.99,184664000000,103351000000,0.56,3069.48,,,,,,,,,,,,,,,,,,,,,6526
2023-04-28 00:00:00+09:00,15:00:00,67580,20230428556155,FYFinancialStatements_Consolidated_IFRS,FY,2022-04-01,2023-03-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,2023-04-01,2024-03-31,11539837000000,1208206000000,,937126000000,758.38,754.95,32041222000000,7288322000000,0.226,5856.4,314691000000,-1052664000000,84300000000,1480900000000,,35.0,,40.0,75.0,,92720000000,0.099,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,11500000000000,1170000000000,,840000000000,,false,false,false,false,,1261081781,26584221,1235700843,490890000000,297091000000,312705000000,316913000000,256.46,5225223000000,3240662000000,0.614,2600.29,,,,,,,,,,,,,,,,,,,,,6758
2023-04-28 00:00:00+09:00,16:00:00,69200,20230428555751,3QFinancialStatements_Consolidated_JP,3Q,2022-07-01,2023-03-31 00:00:00+09:00,2022-07-01 00:00:00+09:00,2023-06-30 00:00:00+09:00,,,79430000000,27472000000,27975000000,20716000000,229.72,229.53,263247000000,82917000000,0.315,919.19,33873000000,-19888000000,-10555000000,27937000000,,52.0,,,,,,,,,,77.0,129.0,,,,,,,,,,,,,,,,,,,,,140000000000,42000000000,42000000000,33000000000,365.93,,,,,,false,false,false,false,false,94286400,4102555,90182515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6920
2023-05-01 00:00:00+09:00,12:00:00,46260,20230428556932,FYFinancialStatements_Consolidated_JP,FY,2022-04-01,2023-03-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,2023-04-01,2024-03-31,97338000000,15972000000,15462000000,11405000000,203.71,,187263000000,92739000000,0.495,1663.25,22736000000,-13160000000,-13942000000,47088000000,,37.0,,52.0,89.0,,4986000000,0.437,,,,,,,,,,38.0,,38.0,76.0,,0.426,,,,,,49200000000,6500000000,6400000000,4500000000,80.37,,,,,,101700000000,15100000000,14700000000,10000000000,178.6,false,true,false,false,false,58185501,2429150,55989729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4626
2023-05-08 00:00:00+09:00,13:30:00,77410,20230502558586,FYFinancialStatements_Consolidated_IFRS,FY,2022-04-01,2023-03-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,2023-04-01,2024-03-31,723582000000,,,168638000000,469.76,469.47,1028326000000,814604000000,0.796,2311.72,201829000000,-47496000000,-194593000000,405888000000,,45.0,,65.0,110.0,,39099000000,0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,false,false,,356960520,2972069,358986073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7741
2023-05-08 00:00:00+09:00,15:00:00,31320,20230508559644,FYFinancialStatements_Consolidated_JP,FY,2022-04-01,2023-03-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,2023-04-01,2024-03-31,1029263000000,61646000000,56832000000,41030000000,664.89,,517620000000,207762000000,0.386,3299.25,38896000000,-869000000,-27100000000,37492000000,,65.0,,75.0,140.0,,8593000000,0.211,,,,,,,,,,75.0,,75.0,150.0,,,,,,,,528000000000,30400000000,29200000000,20400000000,336.87,,,,,,1100000000000,62000000000,59500000000,41200000000,680.35,false,true,false,false,false,60857382,300365,61709482,10778000000,9397000000,9491000000,9409000000,152.48,87552000000,84681000000,0.967,1398.38,,,,,,,,,,,,,,,,,,,,,3132
2023-05-09 00:00:00+09:00,15:00:00,69630,20230428556789,FYFinancialStatements_Consolidated_JP,FY,2022-04-01,2023-03-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,2023-04-01,2024-03-31,507882000000,92316000000,109530000000,80375000000,818.65,793.45,1123283000000,915465000000,0.814,9321.95,98628000000,-88738000000,-22153000000,294254000000,,100.0,,100.0,200.0,,19629000000,0.244,,,,,,,,,,100.0,,100.0,200.0,,0.28,,,,,,250000000000,33000000000,33500000000,28000000000,285.3,,,,,,540000000000,75000000000,87000000000,70000000000,713.25,false,false,false,false,false,103000000,4857278,98141594,434951000000,53691000000,72721000000,53019000000,540.24,673676000000,515374000000,0.765,5251.28,,,,,,,,,,,,,,,,,,,,,6963
2023-05-10 00:00:00+09:00,15:30:00,49800,20230510562895,FYFinancialStatements_Consolidated_JP,FY,2022-04-01,2023-03-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,2023-04-01,2024-03-31,106167000000,32288000000,30174000000,20685000000,350.62,348.78,126379000000,73774000000,0.577,1257.14,21339000000,-9447000000,-12535000000,29286000000,,30.0,,35.0,65.0,,3993000000,0.185,,,,,,,,,,35.0,,40.0,75.0,,0.246,,,,,,,,,,,,,,,,100000000000,25000000000,26300000000,18000000000,305.09,false,true,false,false,false,64575000,6589029,58997371,94003000000,28495000000,26447000000,18274000000,,108399000000,59935000000,0.553,,,,,,,,,,,,,,,,,,,,,,4980
2023-05-10 00:00:00+09:00,15:30:00,77350,20230509562167,FYFinancialStatements_Consolidated_JP,FY,2022-04-01,2023-03-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,2023-04-01,2024-03-31,460834000000,76452000000,77393000000,57491000000,1216.33,1185.25,562816000000,299926000000,0.533,6325.44,73906000000,-12514000000,-20961000000,173660000000,,,,365.0,365.0,,17362000000,0.3,,,,,,,,,,140.0,,114.0,,,0.301,,,,,,229000000000,35500000000,34000000000,22000000000,464.04,,,,,,495000000000,85000000000,82000000000,58000000000,611.69,false,true,false,false,false,50794866,3385014,47266104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7735
2023-05-11 00:00:00+09:00,15:00:00,41860,20230427555273,1QFinancialStatements_Consolidated_JP,1Q,2023-01-01,2023-03-31 00:00:00+09:00,2023-01-01 00:00:00+09:00,2023-12-31 00:00:00+09:00,,,38463000000,5392000000,5762000000,2157000000,53.55,53.47,237140000000,181005000000,0.717,4219.31,,,,,,,,,,,,,,82.0,,82.0,164.0,,,,,,,,,,,89000000000,14800000000,15100000000,7900000000,196.01,,,,,,187500000000,31000000000,31600000000,19400000000,479.86,,,,,,false,true,false,false,false,42600000,2314605,40281307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4186
